,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction_v2
3940,4031,Female,Loyal Customer,49.0,Business travel,Business,479,3,1,3,3,5.0,4.0,5,4,4,4,4.0,4,4,4,0,1.0,0
13174,13331,Male,Loyal Customer,32.0,Business travel,Eco,946,4,4,4,4,4.0,4.0,4,4,2,5,1.0,2,4,4,0,0.0,0
4307,4399,Male,Loyal Customer,45.0,Personal Travel,Eco,473,1,4,1,2,1.0,1.0,1,1,3,2,5.0,2,3,1,0,0.0,1
98808,100061,Male,Loyal Customer,22.0,Personal Travel,Eco,289,3,4,3,2,5.0,3.0,2,5,4,3,5.0,4,4,5,3,5.0,1
98573,99826,Male,Loyal Customer,46.0,Business travel,Business,2086,1,1,1,1,2.0,4.0,4,5,5,4,5.0,3,5,3,0,0.0,0
24656,24919,Male,Loyal Customer,56.0,Business travel,Eco,762,2,4,4,4,2.0,2.0,2,2,3,1,4.0,1,4,2,0,0.0,1
3128,3219,Male,Loyal Customer,11.0,Business travel,Business,2323,1,0,0,4,1.0,0.0,1,1,3,1,3.0,2,4,1,0,3.0,1
17648,17822,Female,Loyal Customer,26.0,Personal Travel,Eco,1075,3,4,3,3,4.0,3.0,4,4,4,5,3.0,2,4,4,0,0.0,1
112395,113648,Female,Loyal Customer,39.0,Personal Travel,Eco,226,2,4,2,1,5.0,2.0,5,5,3,2,5.0,4,5,5,0,0.0,1
37708,38298,Male,Loyal Customer,56.0,Business travel,Business,2583,1,4,4,4,1.0,1.0,1,2,2,3,3.0,1,2,1,56,56.0,1
94026,95279,Female,Loyal Customer,50.0,Personal Travel,Eco,677,2,5,2,4,2.0,5.0,5,5,5,2,5.0,4,5,5,42,34.0,1
117874,119127,Male,Loyal Customer,12.0,Personal Travel,Eco Plus,1107,3,5,3,3,4.0,3.0,4,4,3,3,4.0,5,4,4,0,0.0,1
69497,70743,Female,Loyal Customer,44.0,Personal Travel,Eco,675,1,4,0,4,2.0,4.0,4,3,3,0,3.0,3,3,4,0,0.0,1
99410,100663,Male,Loyal Customer,28.0,Business travel,Business,2695,4,4,4,4,5.0,5.0,5,5,5,2,5.0,5,4,5,0,5.0,0
8023,8127,Female,Loyal Customer,51.0,Business travel,Business,1812,0,4,0,3,4.0,5.0,5,2,2,2,2.0,3,2,3,0,5.0,0
41289,41953,Female,disloyal Customer,22.0,Business travel,Eco,618,4,5,4,5,2.0,4.0,5,2,4,1,4.0,2,5,2,0,0.0,1
27548,27811,Female,Loyal Customer,31.0,Business travel,Business,1533,4,4,4,4,5.0,5.0,5,5,5,2,4.0,1,4,5,0,0.0,0
27077,27340,Male,Loyal Customer,23.0,Business travel,Business,671,3,3,3,3,4.0,4.0,4,4,2,5,1.0,2,2,4,0,0.0,0
9049,9154,Female,Loyal Customer,47.0,Business travel,Business,3016,3,3,3,3,3.0,5.0,4,4,4,4,4.0,3,4,4,0,0.0,0
87267,88520,Female,Loyal Customer,39.0,Personal Travel,Eco,240,3,4,3,3,5.0,3.0,3,5,3,5,4.0,5,4,5,0,0.0,1
62008,63254,Female,Loyal Customer,50.0,Business travel,Business,3158,2,2,2,2,5.0,4.0,4,4,4,4,4.0,5,4,3,0,0.0,0
100420,101673,Female,Loyal Customer,57.0,Personal Travel,Eco,2106,2,3,2,2,2.0,3.0,3,1,1,2,1.0,1,1,1,0,0.0,1
43318,43985,Male,disloyal Customer,22.0,Business travel,Eco,397,4,4,4,4,3.0,4.0,1,3,3,3,2.0,4,3,3,62,66.0,1
58136,59382,Female,disloyal Customer,24.0,Business travel,Eco,1056,3,4,4,1,2.0,4.0,2,2,2,2,4.0,4,5,2,0,0.0,1
48361,49248,Male,disloyal Customer,25.0,Business travel,Eco,308,2,0,2,2,4.0,2.0,4,4,1,2,2.0,3,3,4,0,0.0,1
99075,100328,Male,Loyal Customer,24.0,Business travel,Business,1999,3,1,1,1,3.0,3.0,3,3,2,5,3.0,2,3,3,76,73.0,1
68347,69593,Male,Loyal Customer,29.0,Personal Travel,Eco,2475,3,1,3,3,3.0,3.0,3,1,3,3,3.0,3,1,3,0,0.0,1
2553,2644,Male,Loyal Customer,23.0,Business travel,Business,2340,4,4,4,4,2.0,3.0,2,2,5,2,4.0,4,5,2,0,0.0,0
44576,45330,Male,Loyal Customer,39.0,Business travel,Eco,175,1,3,3,3,1.0,1.0,1,1,3,1,2.0,1,2,1,0,0.0,1
81583,82836,Male,Loyal Customer,14.0,Business travel,Business,2366,5,5,2,5,4.0,4.0,4,4,4,2,5.0,5,4,4,0,21.0,0
123619,124914,Female,Loyal Customer,29.0,Business travel,Business,3051,2,4,4,4,2.0,2.0,2,2,3,1,2.0,1,2,2,0,0.0,1
40375,41039,Male,Loyal Customer,55.0,Business travel,Business,2506,4,4,4,4,4.0,2.0,3,4,4,4,4.0,2,4,1,0,0.0,0
29215,29478,Male,Loyal Customer,45.0,Business travel,Business,1107,1,1,3,1,4.0,4.0,1,2,2,2,2.0,4,2,5,0,0.0,0
66581,67827,Female,Loyal Customer,79.0,Business travel,Business,2727,5,1,1,1,4.0,4.0,4,5,5,4,5.0,2,5,3,0,0.0,1
29985,30302,Male,Loyal Customer,47.0,Business travel,Eco,1076,4,3,3,3,4.0,4.0,4,4,3,1,1.0,1,1,4,0,0.0,0
31495,31812,Male,Loyal Customer,42.0,Business travel,Business,4983,3,3,3,3,5.0,4.0,4,4,5,4,3.0,4,2,4,0,0.0,0
25986,26249,Female,disloyal Customer,27.0,Business travel,Eco Plus,404,5,5,5,1,3.0,1.0,3,2,4,1,4.0,3,1,3,202,242.0,0
109957,111210,Female,Loyal Customer,24.0,Business travel,Business,1506,2,3,3,3,2.0,3.0,2,2,2,1,4.0,4,3,2,11,0.0,1
66075,67321,Female,Loyal Customer,30.0,Personal Travel,Eco Plus,964,2,1,2,3,1.0,2.0,1,1,3,5,3.0,2,3,1,0,0.0,1
76424,77670,Female,disloyal Customer,22.0,Business travel,Eco,813,3,3,3,4,3.0,3.0,3,3,3,3,5.0,4,5,3,0,0.0,1
103572,104825,Female,disloyal Customer,35.0,Business travel,Business,426,2,2,2,5,5.0,2.0,2,5,5,2,4.0,4,5,5,4,0.0,1
92204,93457,Male,Loyal Customer,57.0,Personal Travel,Eco,605,3,5,3,5,2.0,3.0,2,2,3,5,5.0,3,5,2,16,18.0,1
92333,93586,Male,Loyal Customer,57.0,Personal Travel,Eco,159,3,5,3,3,1.0,3.0,1,1,3,4,4.0,5,4,1,83,82.0,1
20374,20579,Male,Loyal Customer,9.0,Personal Travel,Eco,533,2,5,2,1,2.0,2.0,3,2,3,4,4.0,5,4,2,28,11.0,1
53955,55201,Female,Loyal Customer,40.0,Personal Travel,Eco Plus,1609,4,5,4,3,3.0,4.0,3,3,3,5,5.0,5,4,3,0,0.0,1
17672,17846,Male,disloyal Customer,28.0,Business travel,Eco,636,3,3,3,3,2.0,3.0,2,2,1,4,3.0,1,3,2,0,,1
7250,7354,Male,disloyal Customer,19.0,Business travel,Eco,864,4,4,4,4,4.0,5.0,2,4,5,3,3.0,2,2,2,103,171.0,1
92365,93618,Male,Loyal Customer,15.0,Business travel,Business,577,4,4,4,4,4.0,3.0,4,4,2,3,3.0,1,4,4,0,12.0,1
14281,14438,Male,disloyal Customer,24.0,Business travel,Eco,674,4,4,4,3,5.0,4.0,5,5,4,2,1.0,3,5,5,21,5.0,1
97117,98370,Female,Loyal Customer,30.0,Personal Travel,Eco,1189,2,5,2,3,5.0,2.0,5,5,4,5,4.0,5,5,5,0,0.0,1
88408,89661,Female,Loyal Customer,44.0,Business travel,Business,1069,3,2,2,2,2.0,3.0,4,3,3,3,3.0,1,3,2,0,0.0,1
54497,55743,Female,disloyal Customer,27.0,Business travel,Eco Plus,2052,1,1,1,3,4.0,1.0,4,4,3,5,2.0,1,2,4,3,23.0,1
61549,62795,Male,Loyal Customer,10.0,Personal Travel,Eco,2556,3,2,4,3,4.0,3.0,3,1,2,4,3.0,3,4,3,4,0.0,1
47270,48084,Female,Loyal Customer,25.0,Business travel,Business,3518,2,2,2,2,4.0,4.0,4,4,5,3,2.0,4,4,4,0,0.0,0
83289,84542,Female,disloyal Customer,16.0,Business travel,Eco,1125,4,4,4,3,2.0,4.0,2,2,5,2,4.0,1,3,2,0,0.0,0
39970,40634,Female,Loyal Customer,47.0,Business travel,Eco Plus,216,5,3,3,3,1.0,3.0,1,5,5,5,5.0,1,5,1,0,0.0,0
85866,87119,Male,Loyal Customer,62.0,Personal Travel,Eco,594,4,2,4,3,4.0,4.0,4,4,4,1,3.0,1,4,4,105,92.0,1
126563,127867,Female,disloyal Customer,27.0,Business travel,Business,1276,5,5,5,2,,5.0,2,5,5,3,4.0,3,4,5,0,0.0,0
58362,59608,Female,Loyal Customer,30.0,Business travel,Eco,964,1,2,2,2,1.0,1.0,1,1,3,1,4.0,4,3,1,3,0.0,1
10204,10326,Male,disloyal Customer,29.0,Business travel,Business,229,5,5,5,2,,5.0,2,2,3,4,4.0,4,4,2,48,36.0,0
21066,21271,Male,Loyal Customer,41.0,Business travel,Eco,620,4,1,1,1,4.0,4.0,4,4,5,4,3.0,2,3,4,0,0.0,0
99214,100467,Female,Loyal Customer,35.0,Business travel,Business,580,2,2,2,2,2.0,5.0,4,4,4,4,4.0,3,4,4,0,6.0,0
14783,14957,Female,Loyal Customer,23.0,Personal Travel,Eco,554,3,4,2,1,5.0,2.0,5,5,3,5,5.0,4,4,5,7,19.0,1
82206,83459,Female,Loyal Customer,35.0,Business travel,Business,2755,3,3,3,3,4.0,5.0,5,5,5,5,5.0,3,5,3,0,17.0,0
4279,4371,Male,Loyal Customer,48.0,Business travel,Business,473,3,3,4,3,3.0,3.0,3,3,3,3,3.0,1,3,2,4,0.0,1
68988,70234,Female,Loyal Customer,43.0,Business travel,Business,1068,1,1,1,1,3.0,4.0,4,5,5,4,5.0,5,5,5,0,0.0,0
113058,114311,Female,Loyal Customer,70.0,Personal Travel,Eco,846,3,4,3,3,4.0,5.0,5,3,3,3,3.0,4,3,4,19,21.0,1
121593,122873,Male,Loyal Customer,9.0,Personal Travel,Eco,226,4,2,4,3,4.0,4.0,4,4,4,1,3.0,1,3,4,0,0.0,1
78941,80191,Male,Loyal Customer,9.0,Personal Travel,Eco,2586,1,5,1,5,1.0,5.0,5,5,2,3,5.0,5,4,5,55,34.0,1
19195,19377,Male,Loyal Customer,18.0,Business travel,Business,2720,1,1,1,1,4.0,4.0,4,5,1,5,3.0,4,2,4,133,122.0,0
36439,37029,Male,Loyal Customer,34.0,Personal Travel,Business,994,1,5,0,3,5.0,5.0,5,5,5,0,5.0,3,5,4,0,0.0,1
18329,18511,Male,disloyal Customer,22.0,Business travel,Eco,190,4,0,3,1,5.0,3.0,5,5,1,2,1.0,3,5,5,0,0.0,0
25368,25631,Female,Loyal Customer,51.0,Business travel,Eco,666,2,2,2,2,2.0,4.0,4,2,2,2,2.0,4,2,2,24,16.0,1
83044,84297,Male,Loyal Customer,50.0,Business travel,Business,235,0,0,0,1,5.0,5.0,5,2,2,2,2.0,4,2,5,8,13.0,0
86018,87271,Male,Loyal Customer,53.0,Business travel,Eco,577,1,0,0,3,4.0,1.0,2,4,4,4,2.0,2,2,4,0,0.0,1
107205,108458,Female,Loyal Customer,37.0,Personal Travel,Eco,1444,3,2,3,3,5.0,3.0,5,5,4,2,3.0,1,3,5,22,8.0,1
65777,67023,Female,Loyal Customer,56.0,Business travel,Business,2148,4,4,5,4,2.0,5.0,5,3,3,4,3.0,5,3,5,0,0.0,0
35265,35855,Female,Loyal Customer,42.0,Business travel,Business,2623,2,5,5,5,5.0,3.0,3,2,2,2,2.0,3,2,1,22,30.0,1
89052,90305,Female,Loyal Customer,33.0,Personal Travel,Eco,773,4,5,4,4,2.0,4.0,2,2,3,4,4.0,5,4,2,0,0.0,1
116522,117775,Female,Loyal Customer,47.0,Business travel,Business,1891,3,3,3,3,2.0,3.0,4,4,4,4,4.0,4,4,5,0,0.0,0
26372,26635,Female,disloyal Customer,58.0,Business travel,Eco,270,2,1,2,3,3.0,2.0,1,3,2,2,4.0,2,4,3,0,25.0,1
49757,50896,Male,Loyal Customer,33.0,Personal Travel,Eco,337,1,4,4,3,3.0,4.0,3,3,5,5,5.0,4,4,3,34,30.0,1
22110,22325,Male,disloyal Customer,33.0,Business travel,Eco,143,2,5,2,4,3.0,2.0,1,3,4,5,4.0,2,3,3,0,0.0,1
99230,100483,Male,Loyal Customer,53.0,Business travel,Business,3264,1,1,1,1,3.0,4.0,5,5,5,5,5.0,3,5,5,2,0.0,0
14909,15083,Female,Loyal Customer,37.0,Business travel,Business,2114,1,2,2,2,5.0,4.0,3,1,1,1,1.0,3,1,1,64,50.0,1
6781,6885,Male,Loyal Customer,46.0,Business travel,Business,3538,1,1,1,1,4.0,5.0,5,5,5,5,5.0,4,5,3,2,0.0,0
104887,106140,Male,Loyal Customer,43.0,Business travel,Eco,436,3,5,5,5,3.0,3.0,3,3,4,1,4.0,1,4,3,0,0.0,1
81254,82507,Male,disloyal Customer,30.0,Business travel,Business,1117,4,4,4,3,1.0,4.0,1,1,5,2,4.0,3,4,1,0,0.0,0
28530,28793,Male,Loyal Customer,59.0,Personal Travel,Business,605,1,5,1,5,4.0,4.0,5,3,3,1,3.0,3,3,5,0,7.0,1
46182,46995,Female,disloyal Customer,49.0,Business travel,Eco Plus,846,4,4,4,4,4.0,4.0,4,4,3,3,4.0,3,3,4,9,2.0,1
27161,27424,Male,Loyal Customer,36.0,Business travel,Business,2504,2,1,1,1,1.0,3.0,3,2,2,2,2.0,1,2,4,0,0.0,1
74631,75877,Male,Loyal Customer,60.0,Personal Travel,Eco,1972,3,4,3,3,3.0,3.0,1,3,1,4,2.0,3,3,3,0,0.0,1
10454,10585,Female,disloyal Customer,23.0,Business travel,Eco,458,2,4,2,5,2.0,2.0,2,2,3,4,4.0,5,5,2,26,30.0,1
63528,64774,Female,Loyal Customer,39.0,Business travel,Business,247,2,2,2,2,4.0,4.0,5,4,4,4,4.0,4,4,5,10,0.0,0
28102,28365,Male,Loyal Customer,57.0,Business travel,Eco,763,5,3,3,3,5.0,5.0,5,5,2,4,2.0,5,3,5,0,34.0,0
29256,29519,Female,Loyal Customer,36.0,Business travel,Business,1870,3,3,3,3,2.0,1.0,3,4,4,4,4.0,4,4,4,0,0.0,0
124136,125440,Male,Loyal Customer,41.0,Business travel,Business,2917,4,4,4,4,4.0,4.0,4,4,4,5,4.0,3,4,5,0,0.0,0
102578,103831,Male,Loyal Customer,23.0,Business travel,Eco,1048,3,3,4,4,3.0,3.0,1,3,2,2,4.0,3,4,3,40,26.0,1
62334,63580,Male,Loyal Customer,49.0,Business travel,Business,2133,1,1,1,1,5.0,3.0,5,5,5,5,5.0,3,5,5,0,1.0,0
33860,34450,Female,Loyal Customer,58.0,Business travel,Business,2930,4,4,4,4,4.0,2.0,1,4,4,4,4.0,5,4,4,0,0.0,0
34707,35297,Male,Loyal Customer,34.0,Business travel,Business,3625,4,4,4,4,2.0,3.0,4,4,4,3,4.0,4,4,2,0,0.0,0
95937,97190,Male,Loyal Customer,38.0,Personal Travel,Eco,1476,3,4,3,2,1.0,3.0,1,1,5,4,5.0,3,4,1,0,6.0,1
58830,60076,Female,Loyal Customer,46.0,Business travel,Business,3532,2,2,2,2,2.0,5.0,5,3,3,3,3.0,4,3,4,72,78.0,0
67740,68986,Female,Loyal Customer,32.0,Personal Travel,Eco,2239,0,5,0,2,5.0,5.0,5,5,3,5,4.0,5,5,5,0,0.0,0
52517,53763,Female,Loyal Customer,55.0,Business travel,Eco,1195,3,1,1,1,3.0,5.0,5,3,3,3,3.0,4,3,1,0,0.0,0
105722,106975,Female,Loyal Customer,76.0,Business travel,Business,1934,3,4,3,3,3.0,1.0,2,3,3,3,3.0,5,3,5,10,7.0,0
43114,43779,Female,Loyal Customer,18.0,Personal Travel,Eco,481,1,5,1,5,4.0,1.0,4,4,3,1,2.0,2,1,4,0,0.0,1
103225,104478,Male,Loyal Customer,37.0,Personal Travel,Eco,1671,1,4,1,3,4.0,1.0,4,4,1,1,4.0,4,3,4,0,4.0,1
78371,79621,Male,Loyal Customer,31.0,Business travel,Business,2419,2,5,5,5,2.0,2.0,2,2,2,2,4.0,2,3,2,0,0.0,1
80649,81899,Male,Loyal Customer,28.0,Business travel,Business,680,2,1,1,1,2.0,2.0,2,2,4,2,2.0,2,2,2,9,45.0,1
125673,126977,Male,Loyal Customer,49.0,Business travel,Business,304,4,4,4,4,5.0,4.0,4,4,4,4,4.0,4,4,5,0,0.0,0
57487,58733,Male,disloyal Customer,27.0,Business travel,Business,1050,4,4,4,3,2.0,4.0,2,2,3,3,4.0,5,4,2,0,0.0,0
93245,94498,Female,Loyal Customer,55.0,Business travel,Business,2518,2,2,2,2,5.0,5.0,5,4,3,5,4.0,5,3,5,179,172.0,0
30299,30616,Female,disloyal Customer,39.0,Business travel,Business,524,1,1,1,4,2.0,1.0,2,2,2,2,3.0,4,4,2,8,21.0,1
120811,122090,Male,Loyal Customer,41.0,Personal Travel,Eco,130,0,4,0,4,1.0,0.0,1,1,2,5,3.0,1,4,1,0,0.0,0
75752,76998,Male,Loyal Customer,52.0,Business travel,Business,2535,4,4,4,4,5.0,5.0,4,5,5,5,5.0,5,5,4,0,0.0,0
90583,91836,Male,Loyal Customer,24.0,Personal Travel,Eco Plus,532,1,4,3,5,3.0,3.0,3,3,4,4,5.0,3,5,3,0,0.0,1
97016,98269,Male,Loyal Customer,28.0,Business travel,Business,1960,4,4,4,4,4.0,4.0,4,4,1,4,3.0,4,4,4,1,0.0,1
63403,64649,Male,disloyal Customer,50.0,Business travel,Eco,190,4,2,4,4,5.0,4.0,5,5,4,3,3.0,3,4,5,18,12.0,1
88001,89254,Male,Loyal Customer,44.0,Business travel,Business,2262,2,2,2,2,5.0,4.0,5,3,3,4,3.0,4,3,4,0,0.0,0
84218,85471,Male,Loyal Customer,27.0,Business travel,Business,214,3,5,5,5,2.0,2.0,3,2,1,5,3.0,1,3,2,17,13.0,1
75252,76498,Male,Loyal Customer,48.0,Business travel,Business,534,1,1,1,1,4.0,4.0,4,4,4,4,4.0,5,4,5,0,0.0,0
77890,79139,Female,Loyal Customer,17.0,Business travel,Eco Plus,226,3,4,4,4,3.0,3.0,3,3,2,3,3.0,2,3,3,1,0.0,1
94839,96092,Male,Loyal Customer,69.0,Personal Travel,Eco,583,3,5,2,4,1.0,2.0,1,1,3,4,5.0,4,5,1,28,31.0,1
47661,48475,Male,Loyal Customer,54.0,Business travel,Eco,776,4,1,1,1,4.0,4.0,4,4,3,1,3.0,3,4,4,1,11.0,1
85155,86408,Male,Loyal Customer,60.0,Business travel,Business,2483,5,5,5,5,5.0,5.0,4,4,4,4,4.0,4,4,3,0,0.0,0
60934,62180,Female,disloyal Customer,49.0,Business travel,Business,2565,4,4,4,3,1.0,4.0,1,1,5,3,3.0,3,5,1,1,0.0,0
28645,28908,Female,disloyal Customer,27.0,Business travel,Eco,937,2,2,2,2,1.0,2.0,1,1,5,1,3.0,5,5,1,0,0.0,1
66999,68245,Female,Loyal Customer,38.0,Business travel,Eco,231,4,5,5,5,4.0,4.0,4,4,4,3,1.0,1,3,4,0,0.0,0
9866,9987,Female,Loyal Customer,15.0,Personal Travel,Eco,534,3,4,3,2,3.0,3.0,3,3,4,3,4.0,3,5,3,0,0.0,1
95984,97237,Female,Loyal Customer,47.0,Business travel,Business,3421,0,0,0,2,4.0,5.0,5,3,3,4,4.0,5,3,4,0,0.0,0
68508,69754,Female,Loyal Customer,47.0,Personal Travel,Eco,1085,1,4,1,3,2.0,5.0,4,3,3,1,4.0,3,3,4,0,,1
71798,73044,Male,Loyal Customer,66.0,Personal Travel,Eco,1035,5,4,5,5,5.0,5.0,5,5,5,3,4.0,5,4,5,0,0.0,0
89338,90591,Female,disloyal Customer,21.0,Business travel,Eco,250,4,0,5,1,1.0,5.0,1,1,5,2,5.0,4,4,1,0,0.0,0
106674,107927,Male,Loyal Customer,47.0,Business travel,Business,2520,1,1,1,1,3.0,5.0,4,4,4,4,4.0,3,4,3,0,0.0,0
84783,86036,Female,Loyal Customer,31.0,Personal Travel,Eco,554,1,3,2,2,4.0,2.0,4,4,2,5,4.0,1,1,4,1,8.0,1
43641,44325,Male,Loyal Customer,37.0,Business travel,Business,2865,1,1,1,1,3.0,3.0,5,4,4,4,4.0,2,4,2,0,0.0,0
105155,106408,Female,Loyal Customer,12.0,Personal Travel,Eco,551,3,2,3,4,2.0,3.0,4,2,4,1,4.0,3,3,2,77,75.0,1
105995,107248,Female,Loyal Customer,,Business travel,Business,283,5,5,5,5,2.0,4.0,4,5,5,5,5.0,3,5,5,0,0.0,0
53491,54737,Male,Loyal Customer,61.0,Personal Travel,Eco,861,2,4,2,2,5.0,2.0,4,5,3,5,4.0,3,4,5,5,0.0,1
19089,19271,Female,disloyal Customer,23.0,Business travel,Eco,430,3,5,3,5,4.0,3.0,4,4,3,5,1.0,2,3,4,0,0.0,1
73809,75055,Male,Loyal Customer,20.0,Personal Travel,Eco,1592,3,4,3,3,5.0,3.0,4,5,4,4,4.0,5,4,5,0,0.0,1
114859,116112,Male,Loyal Customer,64.0,Personal Travel,Eco,390,3,1,3,4,4.0,3.0,4,4,2,3,3.0,2,3,4,16,15.0,1
32556,33105,Male,Loyal Customer,25.0,Personal Travel,Eco,101,3,5,3,4,3.0,3.0,3,3,4,4,5.0,4,4,3,0,0.0,1
110054,111307,Female,Loyal Customer,,Business travel,Business,3168,2,2,2,2,4.0,5.0,4,5,5,5,5.0,3,5,4,0,0.0,0
42613,43278,Male,Loyal Customer,51.0,Business travel,Business,1554,4,4,4,4,4.0,4.0,4,4,4,4,4.0,4,4,2,0,0.0,0
115388,116641,Female,disloyal Customer,27.0,Business travel,Eco Plus,447,2,1,1,4,4.0,1.0,4,4,2,1,3.0,2,3,4,14,0.0,1
57391,58637,Male,Loyal Customer,52.0,Business travel,Business,2455,3,3,3,3,2.0,4.0,4,4,4,4,4.0,4,4,5,5,0.0,0
65819,67065,Female,Loyal Customer,47.0,Business travel,Business,1121,4,4,4,4,3.0,4.0,4,4,4,4,4.0,4,4,4,0,0.0,0
12247,12404,Female,disloyal Customer,50.0,Business travel,Eco,201,1,2,1,3,5.0,1.0,5,5,3,3,3.0,4,3,5,20,17.0,1
8030,8134,Male,Loyal Customer,49.0,Business travel,Business,125,4,4,4,4,5.0,4.0,4,5,5,5,4.0,3,5,5,0,0.0,0
120542,121816,Male,Loyal Customer,52.0,Business travel,Business,3471,3,2,2,2,4.0,3.0,4,3,3,3,3.0,4,3,1,6,30.0,1
111781,113034,Female,Loyal Customer,46.0,Business travel,Business,2829,4,4,4,4,3.0,5.0,4,4,4,4,4.0,5,4,4,0,0.0,0
103664,104917,Male,Loyal Customer,,Business travel,Business,1800,4,3,4,4,3.0,5.0,4,5,5,5,5.0,5,5,5,17,15.0,0
67894,69140,Female,Loyal Customer,33.0,Business travel,Business,2248,1,1,1,1,4.0,3.0,3,5,4,4,4.0,3,4,3,317,324.0,0
114966,116219,Male,Loyal Customer,11.0,Personal Travel,Eco,417,1,4,1,3,3.0,1.0,3,3,1,2,3.0,1,4,3,0,0.0,1
91577,92830,Female,Loyal Customer,33.0,Personal Travel,Eco,1587,4,5,4,4,3.0,4.0,2,3,5,4,3.0,4,5,3,0,0.0,0
50734,51980,Female,Loyal Customer,34.0,Personal Travel,Eco,347,2,5,2,4,5.0,2.0,5,5,3,3,4.0,5,5,5,0,0.0,1
62304,63550,Male,Loyal Customer,33.0,Personal Travel,Eco,1009,0,4,0,2,2.0,0.0,2,2,3,2,5.0,4,5,2,0,0.0,0
63406,64652,Female,Loyal Customer,23.0,Business travel,Business,190,0,5,0,1,4.0,4.0,4,4,5,2,5.0,4,4,4,47,62.0,0
89000,90253,Male,Loyal Customer,30.0,Business travel,Business,3773,1,1,1,1,4.0,4.0,4,4,5,3,5.0,4,4,4,28,19.0,0
24588,24851,Female,Loyal Customer,35.0,Business travel,Eco Plus,894,3,1,1,1,3.0,4.0,3,3,1,1,5.0,1,4,3,0,0.0,0
10860,11004,Female,Loyal Customer,75.0,Business travel,Business,2152,3,3,3,3,2.0,3.0,1,5,5,5,5.0,5,5,1,0,0.0,0
97219,98472,Female,Loyal Customer,43.0,Personal Travel,Eco,210,2,2,2,4,2.0,3.0,3,4,4,2,4.0,4,4,1,44,48.0,1
10958,11104,Female,Loyal Customer,28.0,Personal Travel,Eco,163,4,5,4,5,1.0,4.0,1,1,5,2,5.0,3,4,1,0,0.0,0
30009,30326,Male,Loyal Customer,57.0,Business travel,Business,391,2,5,3,5,2.0,3.0,3,2,2,2,2.0,3,2,3,0,0.0,1
48306,49183,Male,Loyal Customer,62.0,Business travel,Eco,156,4,1,1,1,4.0,4.0,4,4,4,3,4.0,3,4,4,0,0.0,0
75818,77064,Male,Loyal Customer,28.0,Business travel,Business,991,3,3,3,3,5.0,5.0,5,5,5,3,4.0,4,4,5,0,0.0,0
102079,103332,Male,Loyal Customer,45.0,Personal Travel,Eco,1371,2,5,2,1,2.0,2.0,2,2,5,3,5.0,5,4,2,19,21.0,1
69957,71203,Male,Loyal Customer,48.0,Business travel,Business,733,1,1,1,1,4.0,5.0,5,5,5,5,5.0,3,5,3,13,7.0,0
44044,44795,Female,Loyal Customer,59.0,Business travel,Eco Plus,1250,3,1,1,1,2.0,1.0,1,3,3,3,3.0,3,3,3,14,4.0,1
42265,42930,Female,Loyal Customer,41.0,Business travel,Business,192,4,3,5,3,4.0,4.0,4,2,2,2,4.0,1,2,3,0,0.0,1
125794,127098,Female,Loyal Customer,34.0,Business travel,Business,2836,1,1,1,1,2.0,4.0,4,4,4,4,4.0,3,4,5,0,0.0,0
102345,103598,Female,disloyal Customer,27.0,Business travel,Business,405,0,0,0,3,2.0,0.0,2,2,3,5,4.0,3,4,2,6,7.0,0
92325,93578,Female,disloyal Customer,29.0,Business travel,Eco,159,4,2,4,4,5.0,4.0,5,5,1,5,3.0,3,3,5,67,83.0,1
109994,111247,Male,disloyal Customer,28.0,Business travel,Business,1849,1,1,1,3,2.0,1.0,2,2,4,3,3.0,5,4,2,13,9.0,1
3739,3830,Female,Loyal Customer,67.0,Business travel,Business,2953,2,4,4,4,1.0,4.0,3,2,2,2,2.0,4,2,2,14,0.0,1
12905,13062,Male,Loyal Customer,26.0,Business travel,Eco,936,5,4,4,4,5.0,5.0,3,5,4,3,4.0,2,5,5,0,43.0,0
61743,62989,Female,Loyal Customer,57.0,Business travel,Business,2234,1,1,1,1,3.0,4.0,4,4,4,4,4.0,3,4,4,0,0.0,0
36801,37391,Male,Loyal Customer,37.0,Business travel,Eco,1076,4,1,4,1,4.0,4.0,4,4,1,4,3.0,5,5,4,0,0.0,0
57436,58682,Male,Loyal Customer,58.0,Personal Travel,Eco,837,3,5,3,3,5.0,3.0,5,5,1,3,4.0,5,1,5,0,0.0,1
88947,90200,Male,Loyal Customer,41.0,Personal Travel,Eco,1084,4,4,4,2,5.0,4.0,5,5,5,2,5.0,5,5,5,0,0.0,0
14922,15096,Female,Loyal Customer,38.0,Personal Travel,Eco,322,4,3,4,1,1.0,4.0,1,1,3,2,2.0,3,4,1,0,0.0,1
57044,58290,Female,Loyal Customer,40.0,Personal Travel,Eco,594,1,1,1,4,3.0,1.0,4,3,4,5,3.0,4,3,3,13,15.0,1
82582,83835,Male,disloyal Customer,39.0,Business travel,Eco,425,4,0,4,5,3.0,4.0,3,3,3,5,3.0,1,1,3,8,6.0,1
